month,strategy,return
2025-07,crowding_top_quantile,0.03303458940698478
2025-08,crowding_top_quantile,0.1433264913940946
2025-09,crowding_top_quantile,0.03829281637670112
2025-10,crowding_top_quantile,0.050163769301597494
2025-11,crowding_top_quantile,-0.01789798034052914
2025-12,crowding_top_quantile,0.05620354164350427
2026-01,crowding_top_quantile,0.16074534745157654
2026-02,crowding_top_quantile,0.043652330999098155
2026-03,crowding_top_quantile,-0.030625197229079415
2026-04,crowding_top_quantile,0.040435566192947636
2026-05,crowding_top_quantile,0.09026947124871154
2026-06,crowding_top_quantile,0.006232169682285127
2026-07,crowding_top_quantile,-0.1283299116705472
2026-08,crowding_top_quantile,0.023436814138540152
2026-09,crowding_top_quantile,-0.018253882267463828
2018-02,csi300_etf_buy_hold,-0.05876843830484657
2018-03,csi300_etf_buy_hold,-0.030845771144278333
2018-04,csi300_etf_buy_hold,-0.036447638603696264
2018-05,csi300_etf_buy_hold,0.01305274374001053
2018-06,csi300_etf_buy_hold,-0.06994478043649766
2018-07,csi300_etf_buy_hold,0.0107435679954766
2018-08,csi300_etf_buy_hold,-0.05174825174825204
2018-09,csi300_etf_buy_hold,0.034808259587020496
2018-10,csi300_etf_buy_hold,-0.08637400228050185
2018-11,csi300_etf_buy_hold,0.009360374414976835
2018-12,csi300_etf_buy_hold,-0.05440494590417311
2019-01,csi300_etf_buy_hold,0.06657133705021101
2019-02,csi300_etf_buy_hold,0.14397251717676407
2019-03,csi300_etf_buy_hold,0.056238056238056
2019-04,csi300_etf_buy_hold,0.00697854742827575
2019-05,csi300_etf_buy_hold,-0.06776180698151946
2019-06,csi300_etf_buy_hold,0.06249999999999978
2019-07,csi300_etf_buy_hold,0.009587976159626699
2019-08,csi300_etf_buy_hold,-0.00898357289527707
2019-09,csi300_etf_buy_hold,0.002072002072002199
2019-10,csi300_etf_buy_hold,0.01964331868699909
2019-11,csi300_etf_buy_hold,-0.01470215462610891
2019-12,csi300_etf_buy_hold,0.07051649153228112
2020-01,csi300_etf_buy_hold,-0.02441406250000011
2020-02,csi300_etf_buy_hold,-0.015765765765765605
2020-03,csi300_etf_buy_hold,-0.06712433257055694
2020-04,csi300_etf_buy_hold,0.06514036522213118
2020-05,csi300_etf_buy_hold,-0.010747185261003045
2020-06,csi300_etf_buy_hold,0.08070356958096192
2020-07,csi300_etf_buy_hold,0.13690761129727158
2020-08,csi300_etf_buy_hold,0.02610526315789441
2020-09,csi300_etf_buy_hold,-0.04677882642593334
2020-10,csi300_etf_buy_hold,0.023891519586741072
2020-11,csi300_etf_buy_hold,0.05759932730712669
2020-12,csi300_etf_buy_hold,0.05088451600079491
2021-01,csi300_etf_buy_hold,0.024859205018871178
2021-02,csi300_etf_buy_hold,-0.0035527299925208755
2021-03,csi300_etf_buy_hold,-0.05235503846875578
2021-04,csi300_etf_buy_hold,0.015445544554455237
2021-05,csi300_etf_buy_hold,0.0409516380655226
2021-06,csi300_etf_buy_hold,-0.015361558636192929
2021-07,csi300_etf_buy_hold,-0.07305936073059416
2021-08,csi300_etf_buy_hold,0.001436781609195581
2021-09,csi300_etf_buy_hold,0.011477761836442335
2021-10,csi300_etf_buy_hold,0.009321175278622418
2021-11,csi300_etf_buy_hold,-0.01405340293113877
2021-12,csi300_etf_buy_hold,0.01975157809000261
2022-01,csi300_etf_buy_hold,-0.0764551122809628
2022-02,csi300_etf_buy_hold,0.003732981993851414
2022-03,csi300_etf_buy_hold,-0.07722598993655683
2022-04,csi300_etf_buy_hold,-0.04812707444286379
2022-05,csi300_etf_buy_hold,0.018430884184308827
2022-06,csi300_etf_buy_hold,0.10247004157495754
2022-07,csi300_etf_buy_hold,-0.06388642413487167
2022-08,csi300_etf_buy_hold,-0.018720379146919375
2022-09,csi300_etf_buy_hold,-0.06592610480560279
2022-10,csi300_etf_buy_hold,-0.07833505687693898
2022-11,csi300_etf_buy_hold,0.09705469845722292
2022-12,csi300_etf_buy_hold,0.0069036052160573735
2023-01,csi300_etf_buy_hold,0.07272095159214542
2023-02,csi300_etf_buy_hold,-0.02115893243568212
2023-03,csi300_etf_buy_hold,-0.005158437730286791
2023-04,csi300_etf_buy_hold,-0.006172839506172312
2023-05,csi300_etf_buy_hold,-0.05540372670807481
2023-06,csi300_etf_buy_hold,0.02104155707522315
2023-07,csi300_etf_buy_hold,0.052035033487892735
2023-08,csi300_etf_buy_hold,-0.0599902056807049
2023-09,csi300_etf_buy_hold,-0.01953633758791362
2023-10,csi300_etf_buy_hold,-0.031880977683315326
2023-11,csi300_etf_buy_hold,-0.022502744237101635
2023-12,csi300_etf_buy_hold,-0.01768669286917479
2024-01,csi300_etf_buy_hold,-0.059463899984713464
2024-02,csi300_etf_buy_hold,0.08721291123525732
2024-03,csi300_etf_buy_hold,0.006565800742221128
2024-04,csi300_etf_buy_hold,0.020419739081111832
2024-05,csi300_etf_buy_hold,-0.00444691495275118
2024-06,csi300_etf_buy_hold,-0.026521496370742748
2024-07,csi300_etf_buy_hold,0.006022368798393796
2024-08,csi300_etf_buy_hold,-0.033067274800456015
2024-09,csi300_etf_buy_hold,0.2479363207547176
2024-10,csi300_etf_buy_hold,-0.0618946373730217
2024-11,csi300_etf_buy_hold,0.007554772097708051
2024-12,csi300_etf_buy_hold,0.005248687828042664
2025-01,csi300_etf_buy_hold,-0.02859273993038325
2025-02,csi300_etf_buy_hold,0.02226772459687698
2025-03,csi300_etf_buy_hold,-0.0025037556334499556
2025-04,csi300_etf_buy_hold,-0.029618473895582476
2025-05,csi300_etf_buy_hold,0.024055871702017395
2025-06,csi300_etf_buy_hold,0.028460665353571724
2025-07,csi300_etf_buy_hold,0.04344550477147191
2025-08,csi300_etf_buy_hold,0.1073405535499401
2025-09,csi300_etf_buy_hold,0.030428167789611438
2025-10,csi300_etf_buy_hold,0.0031638894747945123
2025-11,csi300_etf_buy_hold,-0.025441547518923913
2025-12,csi300_etf_buy_hold,0.025458468176914995
2026-01,csi300_etf_buy_hold,0.016925700452558923
2026-02,csi300_etf_buy_hold,0.002971768202080227
2026-03,csi300_etf_buy_hold,-0.05544973544973497
2026-04,csi300_etf_buy_hold,0.08088729554111529
2026-05,csi300_etf_buy_hold,0.020522388059701857
2026-06,csi300_etf_buy_hold,0.01950030469226105
2026-07,csi300_etf_buy_hold,-0.07292289300657506
2026-08,csi300_etf_buy_hold,0.006877283473027962
2026-09,csi300_etf_buy_hold,-0.016435432230522795
2018-02,momentum_crowding_convex,0.01056392655181071
2018-03,momentum_crowding_convex,0.003651759660125542
2018-04,momentum_crowding_convex,0.007002124995292736
2018-05,momentum_crowding_convex,0.014113612016873445
2018-06,momentum_crowding_convex,0.009489914926262166
2018-07,momentum_crowding_convex,0.02548875938686579
2018-08,momentum_crowding_convex,-0.017601039503919225
2018-09,momentum_crowding_convex,0.003858853001038387
2018-10,momentum_crowding_convex,-0.06721546961496383
2018-11,momentum_crowding_convex,0.00012913475295150967
2018-12,momentum_crowding_convex,-0.012754590592074289
2019-01,momentum_crowding_convex,0.018048090391067362
2019-02,momentum_crowding_convex,0.06082617380101918
2019-03,momentum_crowding_convex,0.05055132017214636
2019-04,momentum_crowding_convex,0.013154366153622865
2019-05,momentum_crowding_convex,-0.03152727602751093
2019-06,momentum_crowding_convex,0.03465674734943347
2019-07,momentum_crowding_convex,0.009631731022953227
2019-08,momentum_crowding_convex,0.04406899831089195
2019-09,momentum_crowding_convex,-0.012802842700476491
2019-10,momentum_crowding_convex,0.0054966971081311655
2019-11,momentum_crowding_convex,0.019017157218005343
2019-12,momentum_crowding_convex,0.023283967583995313
2020-01,momentum_crowding_convex,-0.004790236873444265
2020-02,momentum_crowding_convex,-0.004443104771526207
2020-03,momentum_crowding_convex,-0.025488506012303902
2020-04,momentum_crowding_convex,0.0404931230920349
2020-05,momentum_crowding_convex,0.007655122817646687
2020-06,momentum_crowding_convex,0.042448359166474825
2020-07,momentum_crowding_convex,0.14275732520084405
2020-08,momentum_crowding_convex,0.029734733779265055
2020-09,momentum_crowding_convex,-0.025557846463150846
2020-10,momentum_crowding_convex,0.0054798599480816446
2020-11,momentum_crowding_convex,0.0492213083040558
2020-12,momentum_crowding_convex,0.011711948810423367
2021-01,momentum_crowding_convex,-0.019057526129999225
2021-02,momentum_crowding_convex,0.02154786973029399
2021-03,momentum_crowding_convex,-0.003052952074273252
2021-04,momentum_crowding_convex,0.03661975225367997
2021-05,momentum_crowding_convex,0.016098104092831855
2021-06,momentum_crowding_convex,0.06953665214142934
2021-07,momentum_crowding_convex,0.01794077342011069
2021-08,momentum_crowding_convex,0.017426721710797066
2021-09,momentum_crowding_convex,-0.008713727483725342
2021-10,momentum_crowding_convex,-0.005155589457952692
2021-11,momentum_crowding_convex,0.020402983576831568
2021-12,momentum_crowding_convex,-0.005070401765740473
2022-01,momentum_crowding_convex,-0.005975895762755257
2022-02,momentum_crowding_convex,0.026747760997681613
2022-03,momentum_crowding_convex,0.004278421097741347
2022-04,momentum_crowding_convex,-0.02264429850201588
2022-05,momentum_crowding_convex,0.008397064234936247
2022-06,momentum_crowding_convex,-0.012932622652526815
2022-07,momentum_crowding_convex,-0.01701840523576459
2022-08,momentum_crowding_convex,-0.0037190307294493463
2022-09,momentum_crowding_convex,-0.004644433890490074
2022-10,momentum_crowding_convex,0.0038053032433147393
2022-11,momentum_crowding_convex,0.01884205636134051
2022-12,momentum_crowding_convex,0.010187392759689384
2023-01,momentum_crowding_convex,0.019468388603604447
2023-02,momentum_crowding_convex,-0.018899910594775027
2023-03,momentum_crowding_convex,0.009700565239908698
2023-04,momentum_crowding_convex,0.00795263470127594
2023-05,momentum_crowding_convex,-0.006439798759084292
2023-06,momentum_crowding_convex,0.006321172224694083
2023-07,momentum_crowding_convex,0.061380107541603834
2023-08,momentum_crowding_convex,-0.008227842457018575
2023-09,momentum_crowding_convex,-0.019033557086968633
2023-10,momentum_crowding_convex,-0.01656135840297135
2023-11,momentum_crowding_convex,-0.013194206745434256
2023-12,momentum_crowding_convex,0.014053836066266978
2024-01,momentum_crowding_convex,0.002790194640474919
2024-02,momentum_crowding_convex,0.023406367527918137
2024-03,momentum_crowding_convex,0.021268980759744593
2024-04,momentum_crowding_convex,-0.010116181899566978
2024-05,momentum_crowding_convex,0.009558717100978331
2024-06,momentum_crowding_convex,-0.0034051464991534663
2024-07,momentum_crowding_convex,-0.004566103144169165
2024-08,momentum_crowding_convex,-0.026601132700196928
2024-09,momentum_crowding_convex,0.07289129654793802
2024-10,momentum_crowding_convex,0.0035921613935536723
2024-11,momentum_crowding_convex,0.013473040662469682
2024-12,momentum_crowding_convex,-0.011157061800633694
2025-01,momentum_crowding_convex,0.019104513720708427
2025-02,momentum_crowding_convex,0.008620745148837816
2025-03,momentum_crowding_convex,0.0211332695747366
2025-04,momentum_crowding_convex,-0.006973904503491335
2025-05,momentum_crowding_convex,0.01711501884231903
2025-06,momentum_crowding_convex,0.018375084863674784
2025-07,momentum_crowding_convex,0.024884242222819486
2025-08,momentum_crowding_convex,0.10798246607967621
2025-09,momentum_crowding_convex,0.028311957140784383
2025-10,momentum_crowding_convex,0.024247356928594144
2025-11,momentum_crowding_convex,-0.029130135562825732
2025-12,momentum_crowding_convex,0.01673404955582125
2026-01,momentum_crowding_convex,0.11898710382812494
2026-02,momentum_crowding_convex,0.03800884225585954
2026-03,momentum_crowding_convex,-0.02444521938697175
2026-04,momentum_crowding_convex,0.032892457324812385
2026-05,momentum_crowding_convex,0.04689060966913394
2026-06,momentum_crowding_convex,-0.022927721838132298
2026-07,momentum_crowding_convex,-0.029047142233483036
2026-08,momentum_crowding_convex,0.01820546899739095
2026-09,momentum_crowding_convex,-0.02676423680017792
2018-02,momentum_crowding_convex_trend,0.003543088235572256
2018-03,momentum_crowding_convex_trend,-0.0015181095313530069
2018-04,momentum_crowding_convex_trend,0.010190348509140135
2018-05,momentum_crowding_convex_trend,0.011140712007258635
2018-06,momentum_crowding_convex_trend,0.008736300183727508
2018-07,momentum_crowding_convex_trend,0.004409899756795399
2018-08,momentum_crowding_convex_trend,-0.015141694151381002
2018-09,momentum_crowding_convex_trend,-0.007473217466431481
2018-10,momentum_crowding_convex_trend,-0.0185308484570621
2018-11,momentum_crowding_convex_trend,-0.010053017020704158
2018-12,momentum_crowding_convex_trend,-0.011998388337478016
2019-01,momentum_crowding_convex_trend,0.000760573758036065
2019-02,momentum_crowding_convex_trend,0.029150945108032733
2019-03,momentum_crowding_convex_trend,0.04616347491826622
2019-04,momentum_crowding_convex_trend,0.015666831076458942
2019-05,momentum_crowding_convex_trend,-0.03150569629263078
2019-06,momentum_crowding_convex_trend,0.034656747349434136
2019-07,momentum_crowding_convex_trend,0.00963173102295456
2019-08,momentum_crowding_convex_trend,0.044068998310891505
2019-09,momentum_crowding_convex_trend,-0.012802842700476824
2019-10,momentum_crowding_convex_trend,0.0054966971081311655
2019-11,momentum_crowding_convex_trend,0.0190171572180049
2019-12,momentum_crowding_convex_trend,0.023283967583995313
2020-01,momentum_crowding_convex_trend,-0.004790236873444376
2020-02,momentum_crowding_convex_trend,-0.0044431047715268734
2020-03,momentum_crowding_convex_trend,-0.04499628960148139
2020-04,momentum_crowding_convex_trend,0.008955036052092913
2020-05,momentum_crowding_convex_trend,0.010056831624390083
2020-06,momentum_crowding_convex_trend,0.018096403179741927
2020-07,momentum_crowding_convex_trend,0.14226557328526668
2020-08,momentum_crowding_convex_trend,0.029511722346246216
2020-09,momentum_crowding_convex_trend,-0.02546779116389375
2020-10,momentum_crowding_convex_trend,0.0054993134252347975
2020-11,momentum_crowding_convex_trend,0.049226965470211326
2020-12,momentum_crowding_convex_trend,0.011711948810422923
2021-01,momentum_crowding_convex_trend,-0.01905752612999878
2021-02,momentum_crowding_convex_trend,0.021547869730294433
2021-03,momentum_crowding_convex_trend,-0.003052952074273141
2021-04,momentum_crowding_convex_trend,0.03661975225368019
2021-05,momentum_crowding_convex_trend,0.016098104092831855
2021-06,momentum_crowding_convex_trend,0.06953665214142979
2021-07,momentum_crowding_convex_trend,0.017940773420110467
2021-08,momentum_crowding_convex_trend,0.012540371858324795
2021-09,momentum_crowding_convex_trend,0.0025144292219492215
2021-10,momentum_crowding_convex_trend,-0.00426288911558137
2021-11,momentum_crowding_convex_trend,0.006210792219214278
2021-12,momentum_crowding_convex_trend,-0.02857317726183861
2022-01,momentum_crowding_convex_trend,-0.001248881916602218
2022-02,momentum_crowding_convex_trend,-0.007627198686120162
2022-03,momentum_crowding_convex_trend,0.0034908393468198184
2022-04,momentum_crowding_convex_trend,-0.004098524012577709
2022-05,momentum_crowding_convex_trend,0.003558897062168054
2022-06,momentum_crowding_convex_trend,-0.011485430338108227
2022-07,momentum_crowding_convex_trend,-0.0027168219259353643
2022-08,momentum_crowding_convex_trend,0.003141419003012791
2022-09,momentum_crowding_convex_trend,0.0015779236854227552
2022-10,momentum_crowding_convex_trend,0.001997514352487073
2022-11,momentum_crowding_convex_trend,0.0194214494843461
2022-12,momentum_crowding_convex_trend,0.005609804493896586
2023-01,momentum_crowding_convex_trend,0.00744580091350211
2023-02,momentum_crowding_convex_trend,-0.020336462610207717
2023-03,momentum_crowding_convex_trend,0.009334926307303926
2023-04,momentum_crowding_convex_trend,0.01698082112153343
2023-05,momentum_crowding_convex_trend,-0.014406100146776901
2023-06,momentum_crowding_convex_trend,-0.015114336017196806
2023-07,momentum_crowding_convex_trend,0.015894210040624523
2023-08,momentum_crowding_convex_trend,-0.02116097790961069
2023-09,momentum_crowding_convex_trend,-0.014489960721682626
2023-10,momentum_crowding_convex_trend,-0.007105953762559181
2023-11,momentum_crowding_convex_trend,-0.004100884176523656
2023-12,momentum_crowding_convex_trend,0.01137181810866883
2024-01,momentum_crowding_convex_trend,-0.00456158626918346
2024-02,momentum_crowding_convex_trend,0.004450179304605673
2024-03,momentum_crowding_convex_trend,0.011618671456421925
2024-04,momentum_crowding_convex_trend,-0.011737091045595172
2024-05,momentum_crowding_convex_trend,0.008299132071702076
2024-06,momentum_crowding_convex_trend,-0.011721331943528868
2024-07,momentum_crowding_convex_trend,-0.023425297173488624
2024-08,momentum_crowding_convex_trend,-0.00139185178832113
2024-09,momentum_crowding_convex_trend,0.004030429430527116
2024-10,momentum_crowding_convex_trend,-0.010879533481225279
2024-11,momentum_crowding_convex_trend,0.017096630305564187
2024-12,momentum_crowding_convex_trend,-0.011147369073554403
2025-01,momentum_crowding_convex_trend,0.019104513720708427
2025-02,momentum_crowding_convex_trend,0.008620745148837816
2025-03,momentum_crowding_convex_trend,0.02113326957473638
2025-04,momentum_crowding_convex_trend,-0.006973904503491446
2025-05,momentum_crowding_convex_trend,0.01711501884231903
2025-06,momentum_crowding_convex_trend,0.01837508486367545
2025-07,momentum_crowding_convex_trend,0.024884242222819708
2025-08,momentum_crowding_convex_trend,0.10798246607967599
2025-09,momentum_crowding_convex_trend,0.02831195714078527
2025-10,momentum_crowding_convex_trend,0.024247356928593478
2025-11,momentum_crowding_convex_trend,-0.0291301355628254
2025-12,momentum_crowding_convex_trend,0.016734049555820807
2026-01,momentum_crowding_convex_trend,0.11898710382812427
2026-02,momentum_crowding_convex_trend,0.03800884225585954
2026-03,momentum_crowding_convex_trend,-0.02444521938697175
2026-04,momentum_crowding_convex_trend,0.032892457324812385
2026-05,momentum_crowding_convex_trend,0.046890609669133054
2026-06,momentum_crowding_convex_trend,-0.02292772183813263
2026-07,momentum_crowding_convex_trend,-0.028154530824657797
2026-08,momentum_crowding_convex_trend,-0.0023783207241325766
2026-09,momentum_crowding_convex_trend,-0.012237884662319565
2018-02,momentum_crowding_penalty,0.007064429292124252
2018-03,momentum_crowding_penalty,-0.010351401564352547
2018-04,momentum_crowding_penalty,0.005375464995783341
2018-05,momentum_crowding_penalty,0.012328027861561841
2018-06,momentum_crowding_penalty,-0.0014957902688972347
2018-07,momentum_crowding_penalty,0.020750648862921217
2018-08,momentum_crowding_penalty,-0.04262099378193118
2018-09,momentum_crowding_penalty,0.012717914393490126
2018-10,momentum_crowding_penalty,-0.04728943890219828
2018-11,momentum_crowding_penalty,-0.014670847426247469
2018-12,momentum_crowding_penalty,-0.03855660977099595
2019-01,momentum_crowding_penalty,0.0074949891044095995
2019-02,momentum_crowding_penalty,0.07949992511865966
2019-03,momentum_crowding_penalty,0.05527587016733815
2019-04,momentum_crowding_penalty,-0.015547215636339318
