date,symbol,weight,strategy
2019-05-06,159920.SZ,0.1,momentum_top_quantile
2019-05-06,159928.SZ,0.1,momentum_top_quantile
2019-05-06,159941.SZ,0.1,momentum_top_quantile
2019-05-06,511030.SH,0.1,momentum_top_quantile
2019-05-06,511880.SH,0.1,momentum_top_quantile
2019-05-06,513500.SH,0.1,momentum_top_quantile
2019-05-13,161226.SZ,0.1,momentum_top_quantile
2019-05-13,511010.SH,0.1,momentum_top_quantile
2019-05-13,511030.SH,0.1,momentum_top_quantile
2019-05-13,511880.SH,0.1,momentum_top_quantile
2019-05-13,513030.SH,0.1,momentum_top_quantile
2019-05-13,518880.SH,0.1,momentum_top_quantile
2019-05-20,159915.SZ,0.1,momentum_top_quantile
2019-05-20,159928.SZ,0.1,momentum_top_quantile
2019-05-20,510300.SH,0.1,momentum_top_quantile
2019-05-20,510500.SH,0.1,momentum_top_quantile
2019-05-20,512100.SH,0.1,momentum_top_quantile
2019-05-20,512660.SH,0.1,momentum_top_quantile
2019-05-27,511010.SH,0.1,momentum_top_quantile
2019-05-27,511030.SH,0.1,momentum_top_quantile
2019-05-27,511880.SH,0.1,momentum_top_quantile
2019-05-27,513030.SH,0.1,momentum_top_quantile
2019-05-27,513500.SH,0.1,momentum_top_quantile
2019-05-27,518880.SH,0.1,momentum_top_quantile
2019-06-03,159915.SZ,0.1,momentum_top_quantile
2019-06-03,159928.SZ,0.1,momentum_top_quantile
2019-06-03,510300.SH,0.1,momentum_top_quantile
2019-06-03,510500.SH,0.1,momentum_top_quantile
2019-06-03,510880.SH,0.1,momentum_top_quantile
2019-06-03,512100.SH,0.1,momentum_top_quantile
2019-06-10,161226.SZ,0.1,momentum_top_quantile
2019-06-10,511010.SH,0.1,momentum_top_quantile
2019-06-10,511030.SH,0.1,momentum_top_quantile
2019-06-10,511880.SH,0.1,momentum_top_quantile
2019-06-10,513500.SH,0.1,momentum_top_quantile
2019-06-10,518880.SH,0.1,momentum_top_quantile
2019-06-17,159928.SZ,0.1,momentum_top_quantile
2019-06-17,159941.SZ,0.1,momentum_top_quantile
2019-06-17,510300.SH,0.1,momentum_top_quantile
2019-06-17,512100.SH,0.1,momentum_top_quantile
2019-06-17,512880.SH,0.1,momentum_top_quantile
2019-06-17,513500.SH,0.1,momentum_top_quantile
2019-06-24,159920.SZ,0.1,momentum_top_quantile
2019-06-24,159941.SZ,0.1,momentum_top_quantile
2019-06-24,510300.SH,0.1,momentum_top_quantile
2019-06-24,510880.SH,0.1,momentum_top_quantile
2019-06-24,512880.SH,0.1,momentum_top_quantile
2019-06-24,518880.SH,0.1,momentum_top_quantile
2019-07-01,159915.SZ,0.1,momentum_top_quantile
2019-07-01,510500.SH,0.1,momentum_top_quantile
2019-07-01,512100.SH,0.1,momentum_top_quantile
2019-07-01,512480.SH,0.1,momentum_top_quantile
2019-07-01,512660.SH,0.1,momentum_top_quantile
2019-07-01,518880.SH,0.1,momentum_top_quantile
2019-07-08,159920.SZ,0.1,momentum_top_quantile
2019-07-08,159941.SZ,0.1,momentum_top_quantile
2019-07-08,510880.SH,0.1,momentum_top_quantile
2019-07-08,512660.SH,0.1,momentum_top_quantile
2019-07-08,513030.SH,0.1,momentum_top_quantile
2019-07-08,513500.SH,0.1,momentum_top_quantile
2019-07-15,159928.SZ,0.1,momentum_top_quantile
2019-07-15,159941.SZ,0.1,momentum_top_quantile
2019-07-15,162411.SZ,0.1,momentum_top_quantile
2019-07-15,511030.SH,0.1,momentum_top_quantile
2019-07-15,511880.SH,0.1,momentum_top_quantile
2019-07-15,518880.SH,0.1,momentum_top_quantile
2019-07-22,159915.SZ,0.1,momentum_top_quantile
2019-07-22,159920.SZ,0.1,momentum_top_quantile
2019-07-22,161226.SZ,0.1,momentum_top_quantile
2019-07-22,512480.SH,0.1,momentum_top_quantile
2019-07-22,512660.SH,0.1,momentum_top_quantile
2019-07-22,512880.SH,0.1,momentum_top_quantile
2019-07-29,159915.SZ,0.1,momentum_top_quantile
2019-07-29,161226.SZ,0.1,momentum_top_quantile
2019-07-29,510300.SH,0.1,momentum_top_quantile
2019-07-29,512100.SH,0.1,momentum_top_quantile
2019-07-29,512480.SH,0.1,momentum_top_quantile
2019-07-29,513880.SH,0.1,momentum_top_quantile
2019-08-05,159915.SZ,0.1,momentum_top_quantile
2019-08-05,510500.SH,0.1,momentum_top_quantile
2019-08-05,511010.SH,0.1,momentum_top_quantile
2019-08-05,511030.SH,0.1,momentum_top_quantile
2019-08-05,511880.SH,0.1,momentum_top_quantile
2019-08-05,512660.SH,0.1,momentum_top_quantile
2019-08-12,161226.SZ,0.1,momentum_top_quantile
2019-08-12,511010.SH,0.1,momentum_top_quantile
2019-08-12,511030.SH,0.1,momentum_top_quantile
2019-08-12,511880.SH,0.1,momentum_top_quantile
2019-08-12,513880.SH,0.1,momentum_top_quantile
2019-08-12,518880.SH,0.1,momentum_top_quantile
2019-08-19,159915.SZ,0.1,momentum_top_quantile
2019-08-19,159928.SZ,0.1,momentum_top_quantile
2019-08-19,510500.SH,0.1,momentum_top_quantile
2019-08-19,510880.SH,0.1,momentum_top_quantile
2019-08-19,512100.SH,0.1,momentum_top_quantile
2019-08-19,512480.SH,0.1,momentum_top_quantile
2019-08-26,159915.SZ,0.1,momentum_top_quantile
2019-08-26,510500.SH,0.1,momentum_top_quantile
2019-08-26,512100.SH,0.1,momentum_top_quantile
2019-08-26,512480.SH,0.1,momentum_top_quantile
2019-08-26,512660.SH,0.1,momentum_top_quantile
2019-08-26,512880.SH,0.1,momentum_top_quantile
2019-09-02,159928.SZ,0.1,momentum_top_quantile
2019-09-02,161226.SZ,0.1,momentum_top_quantile
2019-09-02,510500.SH,0.1,momentum_top_quantile
2019-09-02,512480.SH,0.1,momentum_top_quantile
2019-09-02,512660.SH,0.1,momentum_top_quantile
2019-09-02,518880.SH,0.1,momentum_top_quantile
2019-09-09,159915.SZ,0.1,momentum_top_quantile
2019-09-09,161226.SZ,0.1,momentum_top_quantile
2019-09-09,510500.SH,0.1,momentum_top_quantile
2019-09-09,512480.SH,0.1,momentum_top_quantile
2019-09-09,512660.SH,0.1,momentum_top_quantile
